date,Appliances,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,month,day,hour,day_of_week
2016-01-12 11:30:00,60,20.0,46.22333333,19.1,44.4,19.945,44.79,20.13333333,44.46333333,18.1,49.12666667,5.966666667,94.56333333,17.79,40.7,18.5,48.46333333,17.1,45.2,6.7,743.4,83.5,6.0,34.0,4.1,1.0,12.0,11.0,1.0
2016-01-12 11:40:00,60,20.0,45.96333333,19.1,44.29,19.89,44.76,20.1,44.16333333,18.1,49.09,6.245,93.745,17.85666667,40.62666667,18.5,48.19,17.1,45.12666667,6.8,743.4333333,82.66666667,6.333333333,32.0,4.07,1.0,12.0,11.0,1.0
2016-01-12 11:50:00,60,20.0,45.72333333,19.15,44.245,19.89,44.7,20.1,44.03,18.1,49.0,6.433333332999999,91.23,17.82333333,40.46666667,18.5,47.96666667,17.1,45.2,6.9,743.4666667,81.83333333,6.666666667,30.0,4.03,1.0,12.0,11.0,1.0
2016-01-12 12:00:00,60,20.0,45.66333333,19.2,44.2,19.96333333,44.7,20.03333333,43.9,18.1,48.93333333,6.5,88.89666667,17.89,40.32666667,18.56666667,47.82666667,17.1,45.2,7.0,743.5,81.0,7.0,28.0,4.0,1.0,12.0,12.0,1.0
2016-01-12 12:30:00,170,20.1,45.4,19.2,43.9,20.0,44.79,20.0,43.82666667,17.96333333,49.89,6.933333332999999,83.1,17.9725,39.875,18.6,47.35222222,17.1,44.86333333,7.25,743.5,80.0,7.0,34.0,4.05,1.0,12.0,12.0,1.0
2016-01-12 12:50:00,90,20.1,45.32666667,19.2,43.7,19.89,44.79,19.89,44.09,17.89,50.398,7.433333332999999,82.33333333,18.0,39.66333333,18.5,47.2,17.1,44.7,7.42,743.5,79.33333333,7.0,38.0,4.08,1.0,12.0,12.0,1.0
2016-01-12 13:00:00,60,20.16666667,46.99333333,19.2,43.76,19.89,44.79,19.89,44.16333333,17.89,50.56,7.5,81.0,18.0,39.59,18.5,47.12666667,17.16666667,44.62666667,7.5,743.5,79.0,7.0,40.0,4.1,1.0,12.0,13.0,1.0
2016-01-12 13:20:00,130,20.1,46.03,19.1,43.838125,19.89,44.79,19.85666667,44.02666667,17.85666667,50.86333333,7.466666667,80.36,17.89,39.59,18.5,47.29,17.1,44.5,7.33,743.5,79.66666667,7.333333333,40.0,4.03,1.0,12.0,13.0,1.0
2016-01-12 13:30:00,140,20.06666667,45.36333333,19.1,43.745,19.89,44.86333333,19.79,43.86333333,17.79,50.93333333,7.656666667,78.79,17.89,39.59,18.5,47.33,17.1,44.4,7.25,743.5,80.0,7.5,40.0,4.0,1.0,12.0,13.0,1.0
2016-01-12 13:50:00,50,20.0,44.76,19.1,43.48888889,19.89,44.9,19.7,43.5,17.79,51.0,7.623333333,78.73,17.945,39.565,18.5,47.13714286,17.1,44.29,7.08,743.5,80.66666667,7.833333333,40.0,3.93,1.0,12.0,13.0,1.0
2016-01-12 14:00:00,60,20.0,44.595,19.1,43.425,19.89,44.9,19.7,43.5,17.79,51.0,7.69,77.19666667,18.07777778,39.47666667,18.5,47.01133333,17.1,44.23,7.0,743.5,81.0,8.0,40.0,3.9,1.0,12.0,14.0,1.0
2016-01-12 14:10:00,60,20.0,44.43333333,19.1,43.334,19.89,44.9,19.7,43.46666667,17.79,51.0,7.56,76.32333333,18.18333333,39.275,18.5,46.91666667,17.1,44.2,6.98,743.55,80.16666667,7.5,40.0,3.73,1.0,12.0,14.0,1.0
2016-01-12 14:20:00,60,20.0,44.26,19.1,43.29,19.89,44.9,19.7,43.4,17.79,51.0,7.433333332999999,76.46333333,18.18333333,39.09,18.5,46.86333333,17.1,44.2,6.97,743.6,79.33333333,7.0,40.0,3.57,1.0,12.0,14.0,1.0
2016-01-12 14:50:00,70,20.0,44.06,19.0,43.2,19.89,44.9,19.56666667,43.06,17.7,51.0,6.966666667,78.82666667,18.0,39.0,18.42666667,46.93333333,17.1,43.93333333,6.92,743.75,76.83333333,5.5,40.0,3.07,1.0,12.0,14.0,1.0
2016-01-12 15:00:00,50,20.0,44.09,19.0,43.12666667,19.89,44.82666667,19.5,43.0,17.7,51.0,6.966666667,79.49,17.9725,39.0,18.46333333,47.0,17.1,43.79,6.9,743.8,76.0,5.0,40.0,2.9,1.0,12.0,15.0,1.0
2016-01-12 15:10:00,40,20.0,44.03,19.0,43.09,19.89,44.9,19.46333333,43.06,17.7,51.0,6.833333333,78.75666667,17.89,39.0,18.39,47.0,17.1,43.79,6.8,743.8166667,77.0,4.833333333,40.0,3.0,1.0,12.0,15.0,1.0
2016-01-12 15:20:00,40,19.96333333,43.9,18.92666667,43.09,19.89,44.9,19.39,43.0,17.7,51.0,6.3666666670000005,79.06,18.03333333,39.09,18.39,46.9,17.1,43.7,6.7,743.8333332999999,78.0,4.666666667,40.0,3.1,1.0,12.0,15.0,1.0
2016-01-12 15:30:00,30,19.96333333,43.9,19.03333333,43.06,19.89,44.79,19.445,43.145,17.7,51.0,6.433333332999999,82.53333333,18.16666667,39.03,18.4975,46.6725,17.1,43.76,6.6,743.85,79.0,4.5,40.0,3.2,1.0,12.0,15.0,1.0
2016-01-12 15:40:00,30,20.0,43.86333333,19.1,43.0,19.89,44.79,19.53333333,43.16333333,17.7,51.0,6.933333332999999,81.02666667,18.32333333,38.83333333,18.66666667,46.53,17.16666667,43.79,6.5,743.8666667,80.0,4.333333333,40.0,3.3,1.0,12.0,15.0,1.0
2016-01-12 15:50:00,30,20.06666667,43.86333333,19.13333333,42.86333333,19.89,44.76,19.6,43.03,17.7,51.0,7.0,76.83333333,18.445,38.645,18.79,46.22333333,17.16666667,43.79,6.4,743.8833333,81.0,4.166666667,40.0,3.4,1.0,12.0,15.0,1.0
2016-01-12 16:00:00,30,20.1,43.79,19.2,42.715,19.89,44.7,19.6,42.86333333,17.7,51.0,6.933333332999999,75.13333333,18.52857143,38.25357143,18.79,45.98083333,17.2,43.79,6.3,743.9,82.0,4.0,40.0,3.5,1.0,12.0,16.0,1.0
2016-01-12 16:10:00,40,20.1,43.73,19.13636364,42.65,19.89,44.7,19.53333333,42.79,17.7,51.06,6.726666667000001,75.33333333,18.48777778,38.18777778,18.78,45.88777778,17.2,43.73,6.33,743.95,80.83333333,4.5,38.16666667,3.3,1.0,12.0,16.0,1.0
2016-01-12 16:20:00,50,20.1,43.56,19.13,42.59,19.89,44.76,19.39,42.59,17.66666667,51.0,6.526666667000001,73.76,18.39,38.027,18.71636364,45.81,17.2,43.66333333,6.37,744.0,79.66666667,5.0,36.33333333,3.1,1.0,12.0,16.0,1.0
2016-01-12 16:30:00,40,20.1,43.43333333,19.1,42.59,19.89,44.79,19.39,42.59,17.6,51.0,6.333333333,73.5,18.37571429,38.0,18.7,45.79,17.2,43.53,6.4,744.05,78.5,5.5,34.5,2.9,1.0,12.0,16.0,1.0
2016-01-12 16:40:00,40,20.1,43.16333333,19.0375,42.53375,19.82333333,44.73,19.29,42.59,17.6,50.96666667,6.123333333,75.7,18.242,37.94666667,18.7,45.72454545,17.1,43.4,6.43,744.1,77.33333333,6.0,32.66666667,2.7,1.0,12.0,16.0,1.0
2016-01-12 16:50:00,40,20.1,43.03,19.00769231,42.43,19.79,44.7,19.29,42.59,17.6,50.9,6.19,76.36666667,18.2,37.9,18.63125,45.711875,17.1,43.32666667,6.47,744.15,76.16666667,6.5,30.83333333,2.5,1.0,12.0,16.0,1.0
2016-01-12 17:00:00,60,20.06666667,42.83333333,19.0,42.41818182,19.79,44.7,19.26,42.56,17.6,50.9,6.1566666670000005,76.89333333,18.13888889,37.90555556,18.6,45.79,17.1,43.26,6.5,744.2,75.0,7.0,29.0,2.3,1.0,12.0,17.0,1.0
2016-01-12 18:40:00,40,20.1,44.26,19.2,43.29,19.89,44.4,20.1,42.845,17.5,51.0,5.0,87.66333333,18.2,39.12666667,18.76,46.9,17.0,42.76,5.0,744.9,89.0,6.333333333,40.0,3.3,1.0,12.0,18.0,1.0
2016-01-12 18:50:00,30,20.1,44.2,19.245,43.245,19.89,44.32666667,19.96333333,42.59,17.5,51.09,4.9,88.63333333,18.1,39.09,18.7,46.7675,17.0,42.79,4.9,744.95,90.0,6.166666667,40.0,3.35,1.0,12.0,18.0,1.0
2016-01-12 19:00:00,50,20.1,44.12666667,19.29,43.095,19.79,44.09,19.89,42.59,17.5,51.09,4.9,89.42666667,18.1,39.09,18.7,46.645,17.0,42.79,4.8,745.0,91.0,6.0,40.0,3.4,1.0,12.0,19.0,1.0
2016-01-12 19:10:00,50,20.1,44.06,19.37,42.92,19.79,44.09,19.85666667,42.56,17.5,51.0,4.866666667,90.22666667,18.06666667,39.06,18.6,46.5,17.0,42.79,4.75,745.0333333,91.33333333,6.166666667,40.0,3.4,1.0,12.0,19.0,1.0
2016-01-12 19:20:00,60,20.1,44.0,19.39,42.9,19.79,44.12666667,19.79,42.5,17.5,51.0,4.866666667,90.89333333,18.0,39.0,18.53333333,46.56,16.92666667,42.79,4.7,745.0666667,91.66666667,6.333333333,40.0,3.4,1.0,12.0,19.0,1.0
2016-01-12 19:30:00,50,20.1,43.9,19.39,42.76,19.79,44.2,19.76,42.53,17.5,51.0,4.933333333,91.4,17.96333333,39.0,18.5,46.9,16.89,42.79,4.65,745.1,92.0,6.5,40.0,3.4,1.0,12.0,19.0,1.0
2016-01-12 19:40:00,60,20.1,43.82666667,19.39,42.7,19.79,44.2,19.7,42.53,17.5,51.0,4.933333333,91.26,17.89,39.0,18.5,47.12666667,16.96333333,42.86333333,4.6,745.1333333,92.33333333,6.666666667,40.0,3.4,1.0,12.0,19.0,1.0
2016-01-12 19:50:00,60,20.03333333,43.73,19.39,42.66333333,19.79,44.2,19.66666667,42.56,17.5,50.96666667,4.626666667,90.96333333,17.89,39.0,18.5,47.26,16.89,42.9,4.55,745.1666667000001,92.66666667,6.833333333,40.0,3.4,1.0,12.0,19.0,1.0
2016-01-12 20:00:00,60,20.1,43.73,19.39,42.53,19.79,44.29,19.6,42.5,17.5,50.9,4.4,91.2725,17.89,39.0,18.5,47.32666667,16.89,42.9,4.5,745.2,93.0,7.0,40.0,3.4,1.0,12.0,20.0,1.0
2016-01-12 20:10:00,50,20.06666667,43.49,19.35666667,42.5,19.79,44.29,19.6,42.5,17.5,50.86333333,4.366666667,92.46,17.79,38.9,18.5,47.4,16.89,42.9,4.53,745.3166667,92.66666667,6.833333333,40.0,3.4,1.0,12.0,20.0,1.0
2016-01-12 20:20:00,50,20.0,43.29,19.29,42.43333333,19.79,44.29,19.53333333,42.5,17.5,50.79,4.53,93.19,17.79,38.9,18.39,47.4,16.89,42.9,4.57,745.4333333,92.33333333,6.666666667,40.0,3.4,1.0,12.0,20.0,1.0
2016-01-12 20:30:00,50,20.0,43.145,19.29,42.45,19.79,44.29,19.5,42.5,17.5,50.79,4.59,93.19,17.79,38.9,18.39,47.4,16.89,42.845,4.6,745.55,92.0,6.5,40.0,3.4,1.0,12.0,20.0,1.0
2016-01-12 20:40:00,50,20.0,43.06,19.26,42.46666667,19.79,44.29,19.5,42.5,17.5,50.73,4.56,93.06,17.79,38.96666667,18.39,47.4,16.89,42.82666667,4.63,745.6666667000001,91.66666667,6.333333333,40.0,3.4,1.0,12.0,20.0,1.0
2016-01-12 20:50:00,50,19.92666667,43.0,19.2,42.4,19.79,44.29,19.46333333,42.46666667,17.39,50.59,4.366666667,92.93333333,17.79,39.0,18.39,47.4,16.89,42.9,4.67,745.7833333,91.33333333,6.166666667,40.0,3.4,1.0,12.0,20.0,1.0
2016-01-12 21:20:00,40,19.89,42.7,19.1,42.36333333,19.79,44.2,19.32333333,42.5,17.39,50.46666667,4.4,94.26333333,17.7,39.0,18.29,47.29,16.89,42.9,4.9,746.0,90.0,6.333333333,36.33333333,3.43,1.0,12.0,21.0,1.0
2016-01-12 21:30:00,30,19.82333333,42.62666667,19.1,42.29,19.79,44.16333333,19.29,42.5,17.39,50.4,4.466666667,94.39666667,17.7,39.0,18.29,47.29,16.89,42.82666667,5.0,746.05,89.5,6.5,34.5,3.45,1.0,12.0,21.0,1.0
2016-01-12 22:00:00,40,19.76,42.76,19.0,41.88666667,19.7,44.06,19.29,42.73,17.39,50.29,4.833333333,94.39666667,17.78,39.68944444,18.36272727,47.70545455,16.89,43.19666667,5.3,746.2,88.0,7.0,29.0,3.5,1.0,12.0,22.0,1.0
2016-01-12 22:20:00,50,19.7,42.7,19.0,42.06428571,19.7,44.2,19.2,43.0,17.39,50.32666667,5.09,94.62666667,17.85666667,40.69222222,18.55882353,48.84176471,16.89,44.19333333,5.37,746.3333332999999,86.66666667,6.666666667,32.66666667,3.3,1.0,12.0,22.0,1.0
2016-01-12 22:30:00,50,19.63333333,42.62666667,18.910625,42.2525,19.73,44.29,19.2,43.13333333,17.39,50.46666667,5.09,94.29333333,17.89,40.93777778,18.6,49.32272727,16.89,44.66,5.4,746.4,86.0,6.5,34.5,3.2,1.0,12.0,22.0,1.0
2016-01-12 22:40:00,40,19.66666667,43.0,18.89,42.410625,19.79,44.29,19.2,43.23,17.39,50.53,5.19,93.63333333,17.84,41.085,18.6,49.664375,16.92666667,45.09666667,5.43,746.4666667,85.33333333,6.333333333,36.33333333,3.1,1.0,12.0,22.0,1.0
2016-01-12 22:50:00,50,19.6,43.0,18.89,42.5,19.79,44.43333333,19.2,43.36333333,17.39,50.66333333,5.2725,92.47,17.84454545,41.27363636,18.6,50.05909091,16.92666667,45.43,5.47,746.5333333,84.66666667,6.166666667,38.16666667,3.0,1.0,12.0,22.0,1.0
2016-01-12 23:00:00,40,19.6,43.0,18.89,42.645,19.79,44.5,19.13333333,43.4,17.35666667,50.79,5.366666667,90.8,17.84625,41.44125,18.63333333,50.39,17.0,45.7,5.5,746.6,84.0,6.0,40.0,2.9,1.0,12.0,23.0,1.0
2016-01-12 23:20:00,40,19.5,43.09,18.79,42.75625,19.79,44.59,19.1,43.5,17.29,51.03,5.56,87.36666667,17.80111111,41.72777778,18.6,50.88285714,17.0,46.03,5.67,746.8666667,82.66666667,6.666666667,40.0,2.83,1.0,12.0,23.0,1.0
2016-01-12 23:30:00,40,19.5,43.09,18.79,42.86166667,19.79,44.59,19.1,43.5,17.29,51.09,5.69,85.43,17.79,41.93888889,18.625,51.25,17.0,46.16333333,5.75,747.0,82.0,7.0,40.0,2.8,1.0,12.0,23.0,1.0
2016-01-12 23:40:00,50,19.5,43.145,18.79,43.0,19.79,44.59,19.1,43.53,17.29,51.23,5.69,84.62333333,17.79,42.12666667,18.7,51.465,17.0,46.29,5.83,747.1333333,81.33333333,7.333333333,40.0,2.77,1.0,12.0,23.0,1.0
2016-01-12 23:50:00,50,19.5,43.2,18.775,43.045,19.89,44.82666667,19.03333333,43.53,17.29,51.29,5.8,83.82666667,17.79,42.294,18.7,51.59,17.0,46.53,5.92,747.2666667000001,80.66666667,7.666666667,40.0,2.73,1.0,12.0,23.0,1.0
2016-01-13 00:00:00,50,19.42666667,43.2,18.7,43.09,19.89,44.9,19.0,43.59,17.29,51.4,5.8666666670000005,82.56,17.84,42.495,18.7,51.63125,17.0,46.66333333,6.0,747.4,80.0,8.0,40.0,2.7,1.0,13.0,0.0,2.0
2016-01-13 00:10:00,30,19.39,43.2,18.7,43.2,19.89,44.845,19.0,43.59,17.29,51.4,6.0,80.95666667,17.80428571,42.58642857,18.72571429,51.79428571,17.0,46.82666667,5.88,747.5333333,81.33333333,8.0,37.83333333,2.83,1.0,13.0,0.0,2.0
2016-01-13 00:20:00,20,19.39,43.26,18.7,43.26,19.89,44.86333333,18.96333333,43.62666667,17.29,51.5,6.0,80.69,17.815,42.9,18.79,51.925,17.0,46.96666667,5.77,747.6666667000001,82.66666667,8.0,35.66666667,2.97,1.0,13.0,0.0,2.0
